Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,,,,10,,16,3,,1,1,1,2,3,4,5,7,,114
,,,54 55,23,,16,3,,1,1,2,2,3,3,4,6,,114
,,,,,,38,5,1,1,2,2,3,3,5,6,7,,114
,,,54,31,,,,,2,3,4,,5,,10,,,114
,,,55,31,,26,6,1,,,,4,,,,,,114
,,,54 55,62,,38,6,1,1,2,3,3,4,5,,17,,114
,,,57,18,,34,3,,,,,1,1,1,1,1,,114
,CHARLESTON VA,,55,16,,3,1,1,1,1,1,2,2,2,2,3,,114
,TAMPA FLA,,55,21,,6,2,1,1,1,1,2,2,2,2,3,,114
,,,,,,,,,,2,2,3,5,6,,,,114
,ATLANTA GA,,55 56,16,,30,6,1,1,,,,,,,,,114
,CHATTANOOGA TENN,3155,55,14,,4,1,,1,1,,2,2,2,2,3,,114
,,,55 56,16,,7,2,1,1,1,2,2,2,4,4,5,,114
,,,55 56,32,,7,2,1,1,1,1,2,2,2,3,5,,114
,CHICAGO,,55,26,,199,i2,2,2,3,3,4,5,8,,10,,114
,,,,20,2,40,16,3,5,6,7,,10,,30,38,,114
,,,55,,,,,,,,,,,,,,,114
,,,,,,,,,,,,,,,,10,,114
,,,55,29,,100,9,1,2,2,3,4,6,7,,,,114
,,,55,77,,199,12,1,2,3,4,6,7,,10,22,,114
,EAST ST ILL,,55 56,15,3,70,17,3,4,5,,10,10,,22,41,,114
,,,55 56,14,2,20,5,1,2,2,2,3,3,5,,10,,114
,,,,29,2,70,,2,2,3,4,,6,10,20,22,,114
,,,55 56,,,,,,,,,,,,,,,114
,EAST CHICAGO IND,,,19,,20,8,2,3,4,7,9,9,9,10,20,,115
,,,56,26,1,20,7,1,2,3,4,5,7,8,10 10,20,,115
,,,55,,,20,4,1,2,2,3,3,3,4,5,10,,115
,,,55 56,20,,30,6,1,1,2,2,3,4,5,7,22,,115
,,,,,,,,,,,,,,7,10,20,,115
,,,55 56,86,,30,6,1,2,2,3,4,5,,,,,115
,CINCINNATI OHIO,1755,,23,2,140,12,2,2,3,3,4,5,,9,21,,115
,YOUNGSTOWN,1157,57,,,70,16,,1,1,3,14,15,,28,,,115
,MILWAUKEE,,57,19,,43,4,,,,,1,1,1,1,22,,115
,MO,,55 56,18,2,9,3,1,2,2,2,3,3,4,5,6,,115
,,,55 56,9,,2,,,,1,1,1,,,1,2,,115
,,,55 56,27,,9,2,1,1,1,2,2,2,3,4,5,,115
,ST,,55 56,23,2,30,7,2,3,3,4,5,5,7,8,22,,115
,,,,24,,5,1,,,,1,1,1,1,1,2,,115
,NEW ORLEANS LA,,54 55,,,,,,,,,,,,,,,115
,,,54 55,22,,10,1,,,,1,1,1,1,2,2,,115
,,,54 55,46,,10,1,,,,1,1,1,1,1,2,,115
,FT WORTH TEXAS,,54,24,,3,1,,1,1,,1,2,2,2,2,,115
,HOUSTON TEXAS,,54 55,64,,599,,,,1,1,2,2,3,3,5,,115
,BELLAIRE TEXAS,,54,17,,5,2,1,1,1,2,2,2,2,4,4,,115
,,1755,,14,,5,1,,,1,1,1,2,2,3,4,,115
,,,54 55,31,,5,2,,1,1,1,2,2,2,3,4,,115
,DENVER COL,,54 35,23,,70,i1,,1,3,3,6,8,10,10,30,,115
,SALT LAKE UTAH,,54 55,26,,20,3,,,1,1,1,3,4,5,5,,115
,,,,,,,,,,,,,,1,,1,,115
,ANCHORAGE ALASKA,,54 55,,,,,,,,,1,,,1,,,115
,SAN FRANCISCO CALIF,,56,32,,3,,,,,1,1,1,1,2,2,,115
,PASADENA CALIF,,55 56,20,,7,2,1,1,1,2,2,2,2,3,3,,115
,SAN JOSE CALIF,,55 56,25,,5,1,,1,1,1,1,,2,2,3,,115
,SAN LEANDRO CALIF,,55 56,30,2,6,3,1,2,2,2,2,3,3,4,5,,115
,,,54 55,20,1,20,6,1,2,3,4,4,5,7,8,10,,115
,SEATTLE WASH,,57,20,,10,,,,,,1,1,1,1,1,,115
