Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,OHIO,1755,55,23,,99,13,4,5,6,9,10,10,10,11,20,,169
,,,57,12,16,53,35,16,22,26,31,34,37,44,49,52,,169
,MILWAUKEE wis,1157,,19,11,70,29,15,17,19,20,22,24,31,41,57,,169
,,,55,,,,,,,,,,,,,,,169
,KANSAS MO,,55 56,18,4,30,10,5,6,6,7,9,10,1i,13,18,,169
,,,56,9,,8,3,,1,1,1,4,4,4,5,5,,169
,,,55 56,27,,30,8,1,3,4,5,,8,10,11,17,,169
,,,55 56,23,4,50,13,4,7,7,8,9,10,11,20,22,,169
,NEW,,54,,,,,,,,,,,,,,,169
,ORLEANS LA,,55,24,,7,2,,1,1,2,2,3,3,4,6,,169
,,,54 55,22,,7,2,,1,1,1,2,2,2,3,4,,169
,,,54,46,,7,2,,1,1,2,2,2,3,3,5,,169
,FT WORTH TEXAS,,54 55,24,1,10,3,1,1,2,2,3,3,4,5,7,,169
,HOUSTON TEXAS,,54 55,64,,60,3,,,,2,,2,3,,6,,169
,,,,,,,,,1,1,,2,,,4,,,169
,BELLAIRE TEXAS,,54,17,,5,1,,,1,1,1,1,2,2,3,,169
,,,55,14,,10,2,,,1,1,1,2,3,4,6,,169
,,,54 55,31,,10,1,,,1,1,1,2,2,3,5,,169
,DENVER COL,,54 55,23,,20,4,,1,1,1,2,3,5,6,11,,169
,SALT LAKE UTAH,,54 55,26,1,30,11,5,6,6,7,9,10,il,19,22,,169
,ANCHORAGE ALASKA,,54 55,13,,120,17,1,4,5,7,10,10,,11,22,,169
,,,56,,,,,,,,,,,,,,,169
,SAN,,55 56,32,,30,8,2,2,3,4,5,6,8,11,21,,169
,PASADENA CALIF,,55 56,20,3,100,30,5,10,11,16,20,22,28,31,93,,169
,SAN JOSE CALIF,,55 56,25,4,40,16,5,6,9,10,11,19,,22,37,,169
,SAN CALIF,,55 56,30,,90,17,7,,10,10,,,20,,,,169
,,,,,5,,,,9,,,11,18,,21,29,,169
,PORTLAND OREGON,,54 55,20,20,100,65,28,31,44,52,62,74,88,93,99,,169
,SEATTLE WASH,,57,20,22,180,78,23,26,52,66,74,83,,,123,,169
