Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,WASHINGTON DC,,56,17,,2,1,,,4,,1,1,2,2,2,,108
,LOUISVILLE KY,,54,17,,5,,,,,,1,1,1,1,1,,108
,,,,,,3,,,,,,,1,1,1,1,,108
,,,54,38,,5,,,,,,1,1,1,1,1,,108
,,,54,13,,,,,,,,,1,1,1,1,,108
,,,55,10,,,,,,,,1,1,1,1,1,,108
,,,54 55,23,,,,,,,,1,1,1,1,1,,108
,,,54,31,,5,,,,,,1,1,1,1,1,,108
,,,Sb,31,,3,,,,,,1,1,1,1,1,,108
,,,54 55,62,,5,,,,,,1,1,1,1,1,,108
,BALTIMORE MD,,57,18,,4,,,,,,,1,1,1,1,,108
,CHARLESTON,,55,16,,,,,,,,,1,4,,,,108
,VA,,,,,2,,,,,,1,,,1,,,108
,TAMPA FLA,,55,,,3,1,,,1,,1,1,2,2,2,,108
,ATLANTA GA,,55 56,16,,2,,,,,1,1,1,1,,2,,108
,CHATTANOOGA TENN,,55,14,2,3,2,1,1,1,2,2,2,2,2,3,,108
,,,56,,,3,1,1,1,1,1,1,2,2,,,,108
,,,55 56,32,,3,2,1,1,4,,2,2,2,2,3,,108
,CHICAGO,1155,55,28,,17,1,,,,1,1,,1,1,4,,108
,,,,20,,8,3,,1,1,2,2,3,4,5,6,,108
,,,55,2g,,10,3,1,1,2,2,3,3,4,5,6,,108
,,,535,77,,17,2,,,1,1,2,2,3,4,5,,108
,LOUIS,1,,15,,4,1,,1,1,1,1,1,2,2,2,,109
,EAST ST,,,,,,,,,,,,,,,,,109
,,,56,14,,,,,,,,1,1,1,1,1,,109
,,,56,29,,4,,,,,1,1,1,1,1,2,,109
,EAS T CHICAGO,,56,19,,20,3,,1,1,2,3,3,4,5,6,,109
,,,55 56,26,,6,2,,1,1,1,2,2,3,3,4,,109
,,,55 36,,,,2,,,1,1,1,2,3,4,,,109
,,,55 56,20,,5,1,,,1,1,1,1,2,3,,,109
,,,55 56,86,,20,2,,,1,1,2,2,3,4,5,,109
,,,55,23,,9,2,,1,1,1,2,2,2,3,3,,109
,YOu NGSTOWN OHIO,,57,12,,3,,,,,1,1,1,1,1,2,,109
,MEL WAUKEE Wis,,37,19,,,,,,,,1,1,1,1,1,,109
,KAN SAS MO,,55 56,18,,3,,,,,1,1,1,1,1,2,,109
,,,55 56,9,,,,,,,,1,1,1,1,1,,109
,,,,27,,3,,,,,1,1,1,1,1,2,,109
,ST MO,,56,25,,2,1,,1,1,1,1,2,2,2,2,,109
,NEW ORLEANS LA,,54 55,24,,1,,,,,,1,,1,1,1,,109
,,,34,22,,1,,,,,,1,1,1,1,1,,109
,,,54,46,,,,,,,,1,1,1,1,1,,109
,,,,,,1,,,,,,,,,,,,109
,FT WORTH TEX AS,,54 25,24,,3,1,,,1,1,1,1,1,2,2,,109
,HOU STON TEXA,,54,8,,,,,,,,1,1,1,1,1,,109
,,,,56,,40,,,,,,1,1,1,1,1,,109
,,,54 55,64,,40,,,,,,1,1,1,1,1,,109
,BEL LAIRE TEX AS,,54,17,,2,,,,,,1,1,1,1,1,,109
,,,,14,,,,,,,,1,1,1,1,1,,109
,,,54 55,31,,2,,,,,,1,1,1,1,1,,109
,DEN VER COL,,54 55,23,,3,,,,,,1,1,1,1,1,,109
,SAL T LAKE TY UTAH,,54,26,,4,,,,,,1,1,1,1,1,,109
,ANC HORAGE AL ASKA,,54 55,13,,3,,,,,,1,1,1,1,3,,109
,SAN FRANCISC 0 CALIF,,55 56,32,,1,,,,,,1,1,1,1,1,,109
,PAS ADENA CAL,,55,20,,2,,,,1,1,1,1,1,2,2,,109
,,,,,,,1,,,,,,,,,,,109
,SAN JOSE CAL,,56,25,,3,1,,,1,1,1,1,2,2,2,,109
,SAN LEANDRO,,55 56,30,,2,,,,1,1,1,1,,2,2,,109
,POR TLAND ORE GON,,54,20,,2,,,,,,1,1,1,1,1,,109
,SEA WASH,,57,20,,11,1,,,,1,1,1,1,1,2,,109
