Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Page
,ORE,1154,54,15,28,140,92,47,65,89,93,102,105,112,116,123,,11
,,,55,,29,115,65,29,29,37,40,,,76,114,114,,11
,,,54 55,22,28,140,83,29,40,65,,93,101,108,115,120,,11
,GRAND TOTAL,,53 56,,3,748,69,26,35,42,49,55,63,75,94,119,,11
,,,,38 5,8,36,20,8,28 8,13,13,23,43 23,25,25,40,,12
,,,,38,9,187,43,24,28,31,35,38,43,48,52,60,,12
,,,56,28,9,208,46,21,24,29,34,39,42,45,47,83,,12
,,,54 56,741,8,208,43,,24,29,33,38,41,45,51,63,,12
,ACADIA PARK ME,,57,18,20,102,38,26,28,29,32,36,39,42,45,,,12
,FRST VT,,,7,15,62,32,15,15,,25,32,32,34,47,47,,12
,WORCESTER,1157,57,24,37,94,60,40,49,52,56,59,62,68,73,B9,,12
,CAPE HATTERAS,,57,7,18,74,43,,18,21,29,55,55,60,65,65,,12
,NC,,,,,,,,,,,,,,,,,12
,SHENANDOAH PARK VA,,57,25,14,56,32,20,21,26,27,32,35,38,40,51,,12
,PK W VA,,57,25,13,76,34,18,20,26,27,28,34,42,47,60,,12
,GULF ALA,,57,13,15,71,35,,,27,29,34,37,40,47,55,,12
,FLORIDA KEYS FLORIDA,,57,14,10,47,26,10,13,18,21,23,25,29,40,45,,12
,,1157,57,16,22,130,46,29,32,36,38,42,45,47,52,55,,12
,JACKSON,,57,20,16,223,43,18,25,26,28,29,34,42,47,65,,12
,FT DONELSON TENN,,57,17,22,79,44,29,32,36,39,42,45,590,55,65,,12
,SANGAMON COUNTY,,57,16,34,122,66,37,40,56,58,61,64,65,89,105,,12
,HURON,,57,34,5,132,42,11,18,24,32,36,40,47,62,83,,12
,PERRYS MEMORIAL,,57,8,23,90,51,25,34,34,42,45,47,,55,89,,12
,ELLIS COUNTY KANSAS,,,11,18,103,45,18,,25,27,37,40,55,65,89,,12
,,,57,i8,17,202,67,19,21,23,32,42,47,97,105,145,,12
,SHANNON,,57,18,13,75,35,21,24,25,28,31,34,44,47,60,,12
,,,57,12,12,96,33,,13,15,17,,ai,23,,97,,12
,WARD COUNTY N D,,57,13,12,460,52,12,15,15,16,17,18,,25,40,,12
,FRST,,57,5,11,28,17,11,11,,15,17,17,18,18,29,,12
,YELLOWSTONE PARK,,57,5,4,15,8,4,4,6,6,8,8,9,9,15,,12
,PT WORONZOF ALASKA,,55,11,i7,295,90,17,18,29,40,76,89,114,123,171,,12
,,,56,46,5,133,26,9,11,13,15,17,22,24,29,51,,12
,,,,6,13,39,22,13,13,17,17,,,,29,,,12
,,,,,,,,,,,,18,21,21,,29,,12
,,,55 57,63,5,295,37,9,12,15,17,20,24,28,47,89,,12
,GRAND CANYON ARIZ,,57,26,3,61,16,5,6,8,10,i3,17,18,21,29,,12
,,,57,23,23,,41,25,28,30,33,36,37,39,47,80,,12
,GRAND TOTAL,,54 57,,3,460,40,13,i8,23,27,33,38,45,54,72,,12
